No,Time,Humidity,Temperature,Pressure
690,02/14/19 0:00,11.688,89.161,0.988
691,02/14/19 0:01,11.664,89.181,0.988
692,02/14/19 0:02,11.669,89.166,0.988
693,02/14/19 0:03,11.702,89.143,0.988
694,02/14/19 0:04,11.678,89.164,0.988
695,02/14/19 0:05,11.756,89.185,0.988
696,02/14/19 0:06,12.061,89.141,0.988
697,02/14/19 0:07,11.852,89.121,0.988
698,02/14/19 0:08,11.833,89.143,0.988
699,02/14/19 0:09,11.795,89.173,0.988
700,02/14/19 0:10,11.735,89.093,0.988
701,02/14/19 0:11,12.035,89.104,0.988
702,02/14/19 0:12,11.706,89.085,0.988
703,02/14/19 0:13,11.715,89.089,0.988
704,02/14/19 0:14,11.837,89.109,0.988
705,02/14/19 0:15,11.828,89.125,0.988
706,02/14/19 0:16,11.833,89.166,0.988
707,02/14/19 0:17,11.805,89.184,0.988
708,02/14/19 0:18,11.765,89.158,0.988
709,02/14/19 0:19,11.746,89.158,0.988
710,02/14/19 0:20,11.839,89.195,0.988
711,02/14/19 0:21,11.79,89.172,0.988
712,02/14/19 0:22,11.733,89.247,0.988
713,02/14/19 0:23,11.786,89.22,0.988
714,02/14/19 0:24,11.733,89.24,0.988
715,02/14/19 0:25,11.69,89.238,0.988
716,02/14/19 0:26,11.609,89.29,0.988
717,02/14/19 0:27,11.66,89.223,0.988
718,02/14/19 0:28,11.738,89.214,0.988
719,02/14/19 0:29,11.69,89.246,0.988
720,02/14/19 0:30,11.696,89.286,0.988
721,02/14/19 0:31,11.671,89.288,0.988
722,02/14/19 0:32,11.623,89.297,0.988
723,02/14/19 0:33,11.623,89.294,0.988
724,02/14/19 0:34,11.657,89.307,0.988
725,02/14/19 0:35,11.748,89.262,0.988
726,02/14/19 0:36,11.675,89.232,0.988
727,02/14/19 0:37,11.665,89.204,0.988
728,02/14/19 0:38,11.67,89.225,0.988
729,02/14/19 0:39,12.071,89.164,0.988
730,02/14/19 0:40,11.718,89.203,0.988
731,02/14/19 0:41,11.733,89.232,0.988
732,02/14/19 0:42,11.767,89.224,0.988
733,02/14/19 0:43,11.699,89.235,0.988
734,02/14/19 0:44,11.81,89.228,0.988
735,02/14/19 0:45,11.865,89.28,0.988
736,02/14/19 0:46,11.685,89.254,0.988
737,02/14/19 0:47,11.675,89.221,0.988
738,02/14/19 0:48,11.675,89.224,0.988
739,02/14/19 0:49,11.718,89.209,0.988
740,02/14/19 0:50,11.679,89.213,0.988
741,02/14/19 0:51,11.655,89.211,0.988
742,02/14/19 0:52,11.689,89.228,0.988
743,02/14/19 0:53,11.68,89.216,0.988
744,02/14/19 0:54,11.67,89.212,0.988
745,02/14/19 0:55,11.674,89.198,0.988
746,02/14/19 0:56,11.656,89.261,0.988
747,02/14/19 0:57,11.656,89.244,0.988
748,02/14/19 0:58,11.637,89.26,0.988
749,02/14/19 0:59,11.69,89.249,0.988
